success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,participant,timeout,failed_images,failed_audio,failed_video,stimulus,response,condition,category,level,selection_array,selection_index,rt_array,selection_type_array,final_choice_array,final_rt,file_name
NA,NA,html-button-response,17,2.0.0,176576,prhh5yc92ve,A17689315,NA,NA,NA,NA,"<img src=""stimuli/c3_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>",NA,3-item,animals,basic,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[8,3,5,14]","[2253,2604,3563,4787]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",6323,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prhh5yc92ve_1732265261396.csv
NA,3733,html-keyboard-response,18,2.0.0,180310,prhh5yc92ve,A17689315,NA,NA,NA,NA,"
      <p>Thank you for playing! This was a big help for Mr. Frog!</p>
      <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
      <p><i>Debrief</i>: In this experiment, we wanted to see how people learn subordinate word meanings (e.g., “dalmatian”) when</p>
      <p>superordinate (e.g., “animal”) and basic-level (e.g., “dog”) meanings can also be reasonable label referents.</p>
      <p>We thought that when presented with three subordinate exemplars (aka the trials with three images), a word will be generalized</p>
      <p>to the subordinate level more often than when presented with one subordinate exemplar (aka the trials with one image).</p>
      <p><b>*Please press any key to save data.*</b></p>
",;,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prhh5yc92ve_1732265261396.csv
TRUE,4938,fullscreen,0,null,5947,prmo1eqejrh,axolotl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
TRUE,NA,preload,1,2.0.0,8071,prmo1eqejrh,axolotl,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,777,html-keyboard-response,2,2.0.0,8850,prmo1eqejrh,axolotl,NA,NA,NA,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,1023,survey-text,3,2.0.0,9877,prmo1eqejrh,axolotl,NA,NA,NA,NA,NA,"{""participant_id"":""axolotl""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,2633,html-keyboard-response,4,2.0.0,12511,prmo1eqejrh,axolotl,NA,NA,NA,NA,"
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,2784,html-keyboard-response,5,2.0.0,15297,prmo1eqejrh,axolotl,NA,NA,NA,NA,"
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,6,2.0.0,44448,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tob. Can you give Mr. Frog all the other tobs?</p>
              <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tobs.</p>",NA,1-item,animals,one-subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup3.jpg""]","[1,2,0,1,2,0,0,9,19,8,2,1,0,21,3,0]","[6128,7111,7501,7942,8521,10992,11712,14774,15476,16111,17606,18363,18808,23308,24353,27433]","[""select"",""select"",""select"",""unselect"",""unselect"",""unselect"",""select"",""select"",""select"",""select"",""select"",""select"",""unselect"",""select"",""select"",""select""]","[""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup3.jpg""]",29146,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,7,2.0.0,51406,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a mep. Can you give Mr. Frog all the other meps?</p>
              <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the meps.</p>",NA,1-item,vehicles,one-subordinate,"[""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sub5.jpg""]","[6,8,9,10,11,14,19,17]","[1644,2257,2590,2969,3241,4540,4976,5544]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas4.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sub5.jpg""]",6954,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,8,2.0.0,58741,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a wug. Can you give Mr. Frog all the other wugs?</p>
              <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the wugs.</p>",NA,1-item,vegetables,one-subordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","[3,2,7,10,11,17,16,14]","[2792,3050,3461,3896,4631,4886,5130,5636]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]",7329,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,9,2.0.0,63495,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>",NA,3-item,vehicles,subordinate,"[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas4.jpg""]","[2,20,18,18]","[1198,2858,3236,3920]","[""select"",""select"",""select"",""unselect""]","[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]",4750,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,10,2.0.0,70361,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,3-item,animals,superordinate,"[""stimuli/c3_sup5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]","[4,8,9,0,15,16,18]","[2124,2930,3148,3566,4746,5016,5646]","[""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c3_sup5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub4.jpg""]",6862,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,11,2.0.0,75679,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>",NA,3-item,vegetables,basic,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","[5,14,22,18]","[1954,3300,3876,4524]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]",5314,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,12,2.0.0,83446,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some zoms. Can you give Mr. Frog all the other zoms?</p>
                                 <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the zoms.</p>",NA,3-item,vegetables,superordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg""]","[3,4,11,7,0,20,12,18]","[1521,1769,2197,2611,2920,3949,4576,6185]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup3.jpg""]",7764,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,13,2.0.0,89769,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c2_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>",NA,3-item,vehicles,basic,"[""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg""]","[7,5,21]","[1677,2177,5621]","[""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg""]",6320,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,14,2.0.0,98169,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c2_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some feps. Can you give Mr. Frog all the other feps?</p>
                                 <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the feps.</p>",NA,3-item,vehicles,superordinate,"[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_sup3.jpg""]","[0,10,15,14,5,4,11,23]","[2755,3657,4083,4309,5155,5421,5648,6155]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_sup3.jpg""]",8395,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,15,2.0.0,100604,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tobs. Can you give Mr. Frog all the other tobs?</p>
                                 <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tobs.</p>",NA,3-item,animals,subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","[13,15]","[1416,1811]","[""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]",2432,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,16,2.0.0,105159,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some wugs. Can you give Mr. Frog all the other wugs?</p>
                                 <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the wugs.</p>",NA,3-item,vegetables,subordinate,"[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg""]","[4,10]","[1414,2485]","[""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg""]",4551,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,NA,html-button-response,17,2.0.0,110878,prmo1eqejrh,axolotl,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rifs. Can you give Mr. Frog all the other rifs?</p>
                                 <p>Click on all of the rifs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rifs.</p>",NA,3-item,animals,basic,"[""stimuli/c3_sup6.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg""]","[2,2,8,13,19,18]","[1331,1748,2007,3457,3711,4262]","[""select"",""unselect"",""select"",""select"",""select"",""select""]","[""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg""]",5716,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
NA,8660,html-keyboard-response,18,2.0.0,119541,prmo1eqejrh,axolotl,NA,NA,NA,NA,"
      <p>Thank you for playing! This was a big help for Mr. Frog!</p>
      <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
      <p><i>Debrief</i>: In this experiment, we wanted to see how people learn subordinate word meanings (e.g., “dalmatian”) when</p>
      <p>superordinate (e.g., “animal”) and basic-level (e.g., “dog”) meanings can also be reasonable label referents.</p>
      <p>We thought that when presented with three subordinate exemplars (aka the trials with three images), a word will be generalized</p>
      <p>to the subordinate level more often than when presented with one subordinate exemplar (aka the trials with one image).</p>
      <p><b>*Please press any key to save data.*</b></p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/prmo1eqejrh_1732221958224.csv
TRUE,1413,fullscreen,0,null,2418,pt2sphwltvz,flamingo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
TRUE,NA,preload,1,2.0.0,2730,pt2sphwltvz,flamingo,FALSE,[],[],[],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,602,html-keyboard-response,2,2.0.0,3332,pt2sphwltvz,flamingo,NA,NA,NA,NA,Welcome to the experiment. Press any key to begin.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,3615,survey-text,3,2.0.0,6951,pt2sphwltvz,flamingo,NA,NA,NA,NA,NA,"{""participant_id"":""flamingo""}",NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,5084,html-keyboard-response,4,2.0.0,12036,pt2sphwltvz,flamingo,NA,NA,NA,NA,"
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,6604,html-keyboard-response,5,2.0.0,18641,pt2sphwltvz,flamingo,NA,NA,NA,NA,"
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,NA,html-button-response,6,2.0.0,29764,pt2sphwltvz,flamingo,NA,NA,NA,NA,"<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a sib. Can you give Mr. Frog all the other sibs?</p>
              <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,1-item,vegetables,one-subordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","[0,13,14,15]","[5315,6380,6903,7369]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]",11119,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,NA,html-button-response,7,2.0.0,49201,pt2sphwltvz,flamingo,NA,NA,NA,NA,"<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a rab. Can you give Mr. Frog all the other rabs?</p>
              <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the rabs.</p>",NA,1-item,vehicles,one-subordinate,"[""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup3.jpg""]","[1,5,14,16,3,3]","[3051,4573,6334,8310,10561,15275]","[""select"",""select"",""select"",""select"",""select"",""unselect""]","[""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg""]",19433,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,NA,html-button-response,8,2.0.0,58002,pt2sphwltvz,flamingo,NA,NA,NA,NA,"<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a mep. Can you give Mr. Frog all the other meps?</p>
              <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the meps.</p>",NA,1-item,animals,one-subordinate,"[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[14,23,17,15]","[2751,3627,4238,4945]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]",8798,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,NA,html-button-response,9,2.0.0,67402,pt2sphwltvz,flamingo,NA,NA,NA,NA,"<img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>",NA,3-item,vegetables,subordinate,"[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg""]","[2,18,21,22]","[2668,3400,4066,4564]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg""]",9395,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
NA,NA,html-button-response,10,2.0.0,73128,pt2sphwltvz,flamingo,NA,NA,NA,NA,"<img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>",NA,3-item,animals,subordinate,"[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","[4,11]","[2230,3043]","[""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]",5723,/Users/martincz/GitHub/COGS119/group_fa24_suspicious_coincidence/analysis/../data/raw_data/pt2sphwltvz_1732224564358.csv
